titre,type_offre,type_bien,zone,prix,pieces,surface_m2,source,raison_rejet
Location villa duplex staffée de 06 chambres salon à Hedjranawoé - yatt&co à 100m du goudron,LOCATION,Villa,yatt co a 100m du goudron,350000,6.0,,coinafrique,zone_description_lieu
Location villa meublée 4pièces - Adidogomè,LOCATION,Villa,adidogome,350000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa meublée - Agoé,LOCATION,Villa,agoe,350000,,,coinafrique,prix_ou_surface_manquant
Location mini villa meublée de 2 chambres salon - Agoe,LOCATION,Villa,agoe,350000,2.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces - Kegué,LOCATION,Villa,kegue,350000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa duplex 5 pièces - Hedzranawoe,LOCATION,Villa,hedzranawoe,350000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa de 04 pièces à Nyekonakpoe,LOCATION,Villa,nyekonakpoe,350000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa de 8 pièces à Cerfer,LOCATION,Villa,cerfer,350000,8.0,,coinafrique,prix_ou_surface_manquant
Location villas 3 pièces - lomé,LOCATION,Villa,lome,340000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Tokoin witti,LOCATION,Villa,tokoin,340000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces à Tokoin Wuiti,LOCATION,Villa,tokoin,340000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa meublé de chambres salon à Kpogan,LOCATION,Villa,kpogan,300000,,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces - Nukafu,LOCATION,Villa,nukafu,300000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces à Tokoin franciscain,LOCATION,Villa,tokoin,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 6 pièces - Nukafou,LOCATION,Villa,nukafou,300000,6.0,,coinafrique,prix_ou_surface_manquant
Location villa meublée 4 pièces à Adidogomé,LOCATION,Villa,adidogome,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villas 5 pièces - lomé,LOCATION,Villa,lome,300000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Djidjole,LOCATION,Villa,djidjole,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 8 pièces a Nukafu saint Joseph,LOCATION,Villa,nukafu saint joseph,300000,8.0,,coinafrique,prix_ou_surface_manquant
Location villa jardin de 3 chambres salon à Totsi,LOCATION,Villa,totsi,300000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Adidogomé soviepé,LOCATION,Villa,adidogome,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa basse de 5 pièces - Baguida mairie,LOCATION,Villa,baguida mairie,300000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 03 pièces Djidjolé,LOCATION,Villa,djidjole,300000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Djidjolé,LOCATION,Villa,djidjole,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Agoè Sogbossito,LOCATION,Villa,agoe,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa meublée 4 pièces - Adidogomé,LOCATION,Villa,adidogome,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Djidjole Susanne Aho,LOCATION,Villa,djidjole susanne aho,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 03 pièces à Agoè Téléssou,LOCATION,Villa,agoe,300000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Kégué,LOCATION,Villa,kegue,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Lomé,LOCATION,Villa,lome,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa duplex 5 chambres salon à Kegué,LOCATION,Villa,kegue,280000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Attiegou,LOCATION,Villa,attiegou,280000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 1 pièces - Lomé,LOCATION,Villa,lome,275000,1.0,,coinafrique,prix_ou_surface_manquant
Location villas 5 pièces - lomé,LOCATION,Villa,lome,250000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 6 pièces - Agbavi,LOCATION,Villa,agbavi,250000,6.0,,coinafrique,prix_ou_surface_manquant
Location villa 8 pièces à Adidogomé,LOCATION,Villa,adidogome,250000,8.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces à novissi,LOCATION,Villa,novissi,250000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa meublée 5 pièces à Agoè catholique d'atchanvédd 4,LOCATION,Villa,agoe,250000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces - Kpota,LOCATION,Villa,be kpota,250000,5.0,,coinafrique,prix_ou_surface_manquant
Location cours unique de 03 pièces - Avedji - leo 2000,LOCATION,Villa,leo 2000,250000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa meublée 3 pièces - Adidogomé sagbado,LOCATION,Villa,adidogome,250000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Novissi,LOCATION,Villa,novissi,250000,4.0,600.0,coinafrique,prix_m2_trop_bas
Location villa cour unique de 4 pièces à forever bar 3 k,LOCATION,Villa,forever bar,250000,4.0,,coinafrique,zone_description_lieu
Location villa 4 pièces - Agoè Minamadou,LOCATION,Villa,agoe,250000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa cour unique 3 chambres salon à Forever bar 3 k,LOCATION,Villa,forever bar,250000,3.0,,coinafrique,zone_description_lieu
Location villa 6 pièces - Baguida Lome,LOCATION,Villa,baguida,250000,6.0,,coinafrique,prix_ou_surface_manquant
Location villa cours unique 4 pièces à Agoe,LOCATION,Villa,agoe,250000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces a Nukafu,LOCATION,Villa,nukafu,250000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 4pièces - Adidogome,LOCATION,Villa,adidogome,250000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 chambres Nukafu,LOCATION,Villa,nukafu,250000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa - Baguida Lome,LOCATION,Villa,baguida,250000,,,coinafrique,prix_ou_surface_manquant
Location villa duplex 3 chambres salon + 2 dépendances à Avepozo,LOCATION,Villa,avepozo,250000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Agbalepedo Haac,LOCATION,Villa,agbalepedo,250000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 03 pièces à Agoè Assiyeye,LOCATION,Villa,agoe,230000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 chambres salon à Adidogomè Atigagomé,LOCATION,Villa,adidogome atigagome,220000,4.0,,coinafrique,prix_ou_surface_manquant
Location Villa 4 pièces - Agoé,LOCATION,Villa,agoe,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location voiture 4 pièces - Attiegou,LOCATION,Villa,attiegou,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 04 pièces - Tokoin Casablanca,LOCATION,Villa,tokoin,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces à avedji y au bord du goudron,LOCATION,Villa,avedji y,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa - Agoe docta lafia et China Mall,LOCATION,Villa,agoe docta lafia et china mall,200000,,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces à Hedranawoé station total,LOCATION,Villa,hedzranawoe station total,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location cours unique 4 pièces a Hedrzanawé,LOCATION,Villa,hedzranawoe,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa cour unique 3 chambresà Hedranawoé pharmacie bien etre,LOCATION,Villa,hedzranawoe pharmacie bien etre,200000,3.0,,coinafrique,zone_trop_longue
Location villa duplex cour unique duplex 3 chambres à Adidoadin non loin de l'hôtel concorde,LOCATION,Villa,adidoadin,200000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 chambres salon à Hedranawoé Sagboville,LOCATION,Villa,hedzranawoe sagboville,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa duplex 3 chambres salon à Totsi Adidoadin,LOCATION,Villa,totsi,200000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 chambres salon à Avépozo,LOCATION,Villa,avepozo,200000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa duplex 5 pièces - Adidoadin,LOCATION,Villa,adidoadin,200000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa cour unique CAP Zossimé,LOCATION,Villa,cour unique cap zossime,200000,,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Agoè,LOCATION,Villa,agoe,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Adidogomé,LOCATION,Villa,adidogome,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 6 pièces - Hédzranawoè,LOCATION,Villa,hedzranawoe,200000,6.0,,coinafrique,prix_ou_surface_manquant
Location villa 03 chambres salon - Hedzranawoe station total,LOCATION,Villa,hedzranawoe station total,200000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Lomé,LOCATION,Villa,lome,200000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Leo 2000,LOCATION,Villa,leo 2000,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces à Hedzranawoe Sagboville,LOCATION,Villa,hedzranawoe sagboville,200000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces a la cité Mokpokpo,LOCATION,Villa,la,180000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa de 4 pièces à Agoè,LOCATION,Villa,agoe,180000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa basse 4 pièces - Vakpossito,LOCATION,Villa,vakpossito,180000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 6 pièces a Attiegou savoir,LOCATION,Villa,attiegou savoir,180000,6.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 chambres salon WC à Za Avepozo,LOCATION,Villa,za avepozo,180000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces a Agoé koffi panou,LOCATION,Villa,agoe koffi panou,180000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 chambres salon à Agoè bks2,LOCATION,Villa,agoe,170000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces à Agoè bks2,LOCATION,Villa,agoe,170000,4.0,,coinafrique,prix_ou_surface_manquant
Location villas 3 pièces - Lomé,LOCATION,Villa,lome,160000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Koffi,LOCATION,Villa,koffi,160000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Amandahome,LOCATION,Villa,amadahome,160000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Agoe Koffi Panou,LOCATION,Villa,agoe koffi panou,160000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Agoè Legbassito,LOCATION,Villa,agoe,160000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces à Entreprise l'union,LOCATION,Villa,entreprise l union,150000,5.0,,coinafrique,prix_ou_surface_manquant
Location Cour Unique 4 pièces à Avédji,LOCATION,Villa,avedji,150000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces - Kegué tingamé,LOCATION,Villa,kegue tingame,150000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Lomé,LOCATION,Villa,lome,150000,3.0,,coinafrique,prix_ou_surface_manquant
Location villas 2 pièces - Lomé,LOCATION,Villa,lome,150000,2.0,,coinafrique,prix_ou_surface_manquant
Location villa de 4 pièces à Adidogomé,LOCATION,Villa,adidogome,150000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces - Kodjoviakope,LOCATION,Villa,kodjoviakope,150000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces - Agoé,LOCATION,Villa,agoe,150000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces avec jardin à Agoè fil o park,LOCATION,Villa,agoe,150000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces a Avedji sun,LOCATION,Villa,avedji sun,150000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Agodékè Ceg Abalovie,LOCATION,Villa,agodeka,150000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa cour unique 4 pièces à Kegué hôtel Maximum,LOCATION,Villa,kegue hotel maximum,150000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 2 chambres salon WC douche cuisine interne a hedranawoé cito aéroport,LOCATION,Villa,hedzranawoe aeroport,150000,2.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Agoe cool catché,LOCATION,Villa,agoe cool catche,150000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartenant meublé à Tokoin soted,LOCATION,Villa,tokoin,150000,,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces a Kegué oqueens,LOCATION,Villa,kegue oqueens,150000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces a Djidjolé Suzanne Aho,LOCATION,Villa,djidjole,150000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 chambres salon tout interne avec un grand espace libre à agoè - atsanvé non loin du goudron,LOCATION,Villa,agoe,150000,3.0,,coinafrique,prix_ou_surface_manquant
Location cour unique à Sagbado Logoté,LOCATION,Villa,sagbado logote,150000,,,coinafrique,prix_ou_surface_manquant
"Location villa 7 pièces - Lomé,",LOCATION,Villa,lome,150000,7.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Lomé Hedzanawoe,LOCATION,Villa,hedzranawoe,150000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Keguer Oqueens,LOCATION,Villa,kegue r oqueens,150000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 03 pièces à zanguera en face de l'école madonne,LOCATION,Villa,zanguera en face de l,150000,3.0,,coinafrique,prix_ou_surface_manquant
Location cour unique 3 pièces à Agbalépédo,LOCATION,Villa,agbalepedo,140000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Agbalepedo,LOCATION,Villa,agbalepedo,140000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces a kegué derrière somayaf,LOCATION,Villa,kegue,140000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces à Avedji Léo 2000,LOCATION,Villa,avedji leo,140000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Carrefour Bruyère,LOCATION,Villa,non precise,135000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Agoe Logope,LOCATION,Villa,agoe logope,135000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa - Dagué,LOCATION,Villa,dague,130000,,,coinafrique,prix_ou_surface_manquant
Location villa cour unique 3 chambres salon Avepozo,LOCATION,Villa,cour unique,130000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces à Agoe,LOCATION,Villa,agoe,130000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 5 pièces - Sagbado Lankouvi,LOCATION,Villa,sagbado lankouvi,120000,5.0,,coinafrique,prix_ou_surface_manquant
Location Villa 4 pièces - Zossimé,LOCATION,Villa,zossime,120000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Lomé,LOCATION,Villa,lome,120000,3.0,,coinafrique,prix_ou_surface_manquant
Location mini villa 3 pièces - Agoè Sogbossito,LOCATION,Villa,agoe,120000,3.0,,coinafrique,prix_ou_surface_manquant
Location maison - Baguida devego,LOCATION,Villa,baguida devego,120000,,,coinafrique,prix_ou_surface_manquant
Location villa 4pièces - Zossimé,LOCATION,Villa,zossime,120000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 2 chambres salon + dépendance à Klobateme,LOCATION,Villa,klobateme,110000,2.0,,coinafrique,prix_ou_surface_manquant
Location villas 2 pièces - Lomé,LOCATION,Villa,lome,105000,2.0,,coinafrique,prix_ou_surface_manquant
Location mini villa interne + petit jardin Aablogamé,LOCATION,Villa,appe,100000,,,coinafrique,prix_ou_surface_manquant
Location maisons de vacances 6 pièces - Adidogomé,LOCATION,Villa,adidogome,100000,6.0,,coinafrique,prix_ou_surface_manquant
Location mini villa de 4 pièces à kegué kpatcha,LOCATION,Villa,kegue kpatcha,100000,4.0,,coinafrique,prix_ou_surface_manquant
Location mini villa 3 pièces - Adidogomè atilamonou,LOCATION,Villa,adidogome atilamonou,100000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa chambres salon - Agoe Ora queens,LOCATION,Villa,agoe ora queens,100000,,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Lomé,LOCATION,Villa,lome,100000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - FIH Immobilier met à votre disposition une villa nouvellement construite à Agoè Sogbossito,LOCATION,Villa,agoe,100000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa meublé 6 pièces - aéroport international,LOCATION,Villa,hedzranawoe aeroport,100000,6.0,,coinafrique,prix_ou_surface_manquant
Location mini villa 3pièces - Agbalepedo,LOCATION,Villa,agbalepedo,100000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Adétikopé,LOCATION,Villa,adetikope,100000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Agoe sogbossito,LOCATION,Villa,sogbossito,85000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Agoé sogbossito,LOCATION,Villa,sogbossito,85000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Lomé,LOCATION,Villa,lome,85000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Amadahomé IPG Rail,LOCATION,Villa,amadahome,85000,3.0,,coinafrique,prix_ou_surface_manquant
Location Villa de 4 pièces à Agoè Logopé,LOCATION,Villa,agoe,80000,4.0,,coinafrique,prix_ou_surface_manquant
Location mini villa 3 pièces - derrière l'église catholique de totsi,LOCATION,Villa,totsi,80000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Léo 2000,LOCATION,Villa,leo 2000,80000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Lomé,LOCATION,Villa,lome,80000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 3pièces - Assigomé,LOCATION,Villa,assigome,80000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Adidogomé Amadahomé,LOCATION,Villa,adidogome,80000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Kladjeme,LOCATION,Villa,kladjeme,80000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces a agoé adjoudba,LOCATION,Villa,agoe adjougba,80000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Lomé,LOCATION,Villa,lome,60000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa 4 pièces - Agoe Legbassito,LOCATION,Villa,agoe legbassito,60000,4.0,,coinafrique,prix_ou_surface_manquant
Location villa chambre salon - Amandahome,LOCATION,Villa,amadahome,60000,,,coinafrique,prix_ou_surface_manquant
Location villa 2 pièces à Avedji,LOCATION,Villa,avedji,60000,2.0,,coinafrique,prix_ou_surface_manquant
Location villa 3 pièces - Atakpamé,LOCATION,Villa,atakpame,55000,3.0,,coinafrique,prix_ou_surface_manquant
Location villa - Adidogome Logoté,LOCATION,Villa,adidogome logote,55000,,,coinafrique,prix_ou_surface_manquant
Location villa chambre salon à Agbavie côté plage,LOCATION,Villa,agbavi cote plage,50000,2.0,,coinafrique,prix_ou_surface_manquant
Location villas meublée de 5 pièces - lomé,LOCATION,Villa,lome,40000,5.0,,coinafrique,prix_ou_surface_manquant
Location villa meublée 6 pièces - Agoe Carrefour Kpogbli,LOCATION,Villa,agoe,40000,6.0,,coinafrique,prix_ou_surface_manquant
Location villa - Amadahome Amenope,LOCATION,Villa,amadahome,25000,,,coinafrique,prix_ou_surface_manquant
Location villa - Vakpossito assigomé,LOCATION,Villa,vakpossito assigome,15000,,,coinafrique,prix_ou_surface_manquant
Vente entrepôt à Lomé noukafu,VENTE,Entrepot,noukafu,1700000000,,600.0,coinafrique,prix_m2_trop_eleve
Entrepôt sur 1003 m² à Akodessewa non loin du port,VENTE,Entrepot,akodessewa non loin du port,350000000,,1003.0,coinafrique,zone_description_lieu
Vente immeuble - Pharmacie Yembla,VENTE,Immeuble,pharmacie yembla,2000000000,,600.0,coinafrique,zone_description_lieu
Vente immeuble - Agoe,VENTE,Immeuble,agoe,2000000000,,600.0,coinafrique,prix_m2_trop_eleve
Vente immeuble Bourd du boulevard du mono,VENTE,Immeuble,boulevard,1900000000,,600.0,coinafrique,prix_m2_trop_eleve
Terrain 1 lot à Assigame,VENTE,Terrain,assigame,1500000000,,600.0,coinafrique,prix_m2_trop_eleve
Terrain agricole - Badja,VENTE,Terrain,badja,1272000000,,600.0,coinafrique,prix_m2_trop_eleve
Terrain 300 lots - Anié Awatere,VENTE,Terrain,anie awatere,1050000000,,300.0,coinafrique,prix_m2_trop_eleve
Terrain 1 lot 1/2 - Assigamé,VENTE,Terrain,assigame,900000000,,300.0,coinafrique,prix_m2_trop_eleve
Terrain 1 lot à Togo,VENTE,Terrain,togo,700000000,,600.0,coinafrique,zone_invalide
Terrain 2 lots collés à kodjoviakope au bord de goudron,VENTE,Terrain,kodjoviakope au bord de goudron,600000000,,1200.0,coinafrique,zone_trop_longue
"Terrain 273,50ha à Tchékpo",VENTE,Terrain,tchekpo,547000000,,,coinafrique,prix_ou_surface_manquant
Terrain 25 lot face à la mer Kpeme à côté du CEG,VENTE,Terrain,la mer kpeme a cote du,312500000,,15000.0,coinafrique,zone_description_lieu
Terrain 4 lots ouvert sur 2 voies Baguida à côté de la cité Boad,VENTE,Terrain,cote de la,220000000,,2400.0,coinafrique,zone_description_lieu
Terrain 1 lot & 1/2 lot angle rue - Noukafu pharmacie du peuple,VENTE,Terrain,noukafu pharmacie du peuple,175000000,,900.0,coinafrique,zone_description_lieu
Terrain 1 lot et 1/4 face au goudron pavé Forever,VENTE,Terrain,forever,170000000,,750.0,coinafrique,zone_description_lieu
Terrain 1 lot à Forever,VENTE,Terrain,forever,170000000,,600.0,coinafrique,zone_description_lieu
Terrain 740m² à Forever,VENTE,Terrain,forever,170000000,,740.0,coinafrique,zone_description_lieu
Terrain 91ha à Wahala,VENTE,Terrain,wahala,136500000,,910000.0,coinafrique,prix_m2_trop_bas
Terrain 4 lots Stevie à côté de la direction de togocel ou yass - togo,VENTE,Terrain,togo,120000000,,2400.0,coinafrique,zone_invalide
Terrain 12 ha 02ca - Hanoukopé,VENTE,Terrain,hanoukope,110000000,,120000.0,coinafrique,prix_m2_trop_bas
Terrain 1 lot - Bord du goudron côté Mocrofinance,VENTE,Terrain,bord du goudron cote mocrofinance,100000000,,600.0,coinafrique,zone_trop_longue
Terrain 1 lot - Forever,VENTE,Terrain,forever,90000000,,600.0,coinafrique,zone_description_lieu
Terrain 1 lot angle au bord du goudron a Togo 2000,VENTE,Terrain,togo,90000000,,600.0,coinafrique,zone_invalide
Terrainà Togo 2000 au bord du goudron,VENTE,Terrain,togo,90000000,,600.0,coinafrique,zone_invalide
Terrain 20 ha - Badza,VENTE,Terrain,badza,80000000,,200000.0,coinafrique,prix_m2_trop_bas
Terrain 1lot - Togo,VENTE,Terrain,togo,80000000,,600.0,coinafrique,zone_invalide
Terrain 1lot à Togo 2000,VENTE,Terrain,togo,80000000,,600.0,coinafrique,zone_invalide
Terrain 1 lot à Togo 2000,VENTE,Terrain,togo,65000000,,600.0,coinafrique,zone_invalide
Terrains 8lots collès - Togo,VENTE,Terrain,togo,55000000,,4800.0,coinafrique,zone_invalide
Terrain 100 m² - Lomé,VENTE,Terrain,lome,40000000,,60000.0,coinafrique,prix_m2_trop_bas
Terrain 12 hectares et demi à Amouzou kope,VENTE,Terrain,amouzou kope,36000000,,120000.0,coinafrique,prix_m2_trop_bas
Terrain 11 ha 6a à 7 km du goudron Agbessia Kpalime,VENTE,Terrain,agbessia kpalime,35000000,,110000.0,coinafrique,prix_m2_trop_bas
"Terrain 4,5 hectares à Kpevego",VENTE,Terrain,kpevego,35000000,,45000.0,coinafrique,prix_m2_trop_bas
Terrain 1 lot - Togo,VENTE,Terrain,togo,35000000,,600.0,coinafrique,zone_invalide
Terrain 11 ha - Assahoun,VENTE,Terrain,assahoun,33000000,,110000.0,coinafrique,prix_m2_trop_bas
Terrain 1/2 Lot 350 m² TF en face de la pharmacie St Joseph,VENTE,Terrain,pharmacie st joseph,33000000,,300.0,coinafrique,zone_description_lieu
"Terrain 1,75 lots à Apessito",VENTE,Terrain,apessito,30000000,,45000.0,coinafrique,prix_m2_trop_bas
Vente maison à démolir non loin du terrain de football d'Asfoza à Ablogame,VENTE,Terrain,demolir non loin du terrain de football d asfoza a ablogame,28000000,,600.0,coinafrique,zone_trop_longue
Terrain demi lot à Togo 2000,VENTE,Terrain,togo,26000000,,600.0,coinafrique,zone_invalide
Terrain chambres salon - Entreprise de l'union 500m du goudron,VENTE,Terrain,entreprise de l union 500m du goudron,26000000,,600.0,coinafrique,zone_trop_longue
Terrain agricole 5H - Lilikopé,VENTE,Terrain,lilikope,25000000,,50000.0,coinafrique,prix_m2_trop_bas
Terrain 10 ha à à Avédjé,VENTE,Terrain,avedje,25000000,,100000.0,coinafrique,prix_m2_trop_bas
Vente ferme 5 ha - Agbelouvé,VENTE,Terrain,agbelouve,25000000,,50000.0,coinafrique,prix_m2_trop_bas
Terrain 10 hectares à Avedje,VENTE,Terrain,avedje,25000000,,100000.0,coinafrique,prix_m2_trop_bas
Terrain à Kegue clinique des moineaux,VENTE,Terrain,kegue clinique des moineaux,25000000,,600.0,coinafrique,zone_description_lieu
Terrain 1 lot non loin de la station Sanol Adidogome Sagbado,VENTE,Terrain,station sanol adidogome sagbado,25000000,,600.0,coinafrique,zone_trop_longue
Terrain 01 et 1/4 lot à Djagblé non loin du CEG,VENTE,Terrain,djagble non loin du,23000000,,750.0,coinafrique,zone_description_lieu
Terrains 24000 m² - Lomé,VENTE,Terrain,lome,20000000,,24000.0,coinafrique,prix_m2_trop_bas
Terrain demi lot carré - Togo,VENTE,Terrain,togo,20000000,,600.0,coinafrique,zone_invalide
Terrain 2 lots collés à Apessito côté opposé de la pharmacie bakoe avec accès facile et direct à 300 mètres de la grande voie. document: titre foncierprix:20 millions,VENTE,Terrain,apessito cote oppose de la pharmacie bakoe avec acces facile et direct a,20000000,,1200.0,coinafrique,zone_trop_longue
Terrain 3/4 de lot clôturé à Togokome côté plage angle rue a 300 m du goudron,VENTE,Terrain,togokome cote plage angle rue a,17000000,,450.0,coinafrique,zone_trop_longue
Terrain sur 1/2lot à Adidogome wonyome catholique pour 16000000f,VENTE,Terrain,adidogome wonyome catholique pour,16000000,,300.0,coinafrique,zone_trop_longue
Parcelle 15 ha - Bagbe,VENTE,Terrain,bagbe,15000000,,150000.0,coinafrique,prix_m2_trop_bas
Terrain ½ lot bien clôturée à côté de l'église catholique angle de rue,VENTE,Terrain,cote de l eglise catholique angle de rue,14000000,,600.0,coinafrique,zone_trop_longue
Terrain 24 lots dont 18 collés à Koala,VENTE,Terrain,koala,13000000,,14400.0,coinafrique,prix_m2_trop_bas
Terrain 5 hectares à Noepe,VENTE,Terrain,noepe,12000000,,50000.0,coinafrique,prix_m2_trop_bas
Terrain 30 lots à Klobateme,VENTE,Terrain,klobateme,11000000,,18000.0,coinafrique,prix_m2_trop_bas
