Source0,titre,type_offre,type_bien,zone,prix,pieces,surface_m2,source8,source,raison_rejet
COIN D'AFRIQUE,Location appartement 4 pièces - Agoe logope,LOCATION,APPARTEMENT,agoe logope,80000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 4 pièces - Agoè Daliko,LOCATION,APPARTEMENT,agoe,80000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 chambres salon WC douche à Koffi Panou vers hôtel blewoy,LOCATION,APPARTEMENT,koffi panou vers hotel blewoy,80000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 chambres salon Tokoin Gbossimé,LOCATION,APPARTEMENT,tokoin,80000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement chambre salon à Adidogomé lycée technique un splendide appartement d'une chambre salon nouvellement construite wc douche cuisine tout interne large baie vitrée et bien staffée,LOCATION,APPARTEMENT,adidogome,80000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Attiegou,LOCATION,APPARTEMENT,attiegou,80000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement de chambres salon 2 chambres salon - Hédzranawoé Total en face,LOCATION,APPARTEMENT,hedzranawoe,80000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Togo 2000,LOCATION,APPARTEMENT,togo 2000,80000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement de chambre salon - Togo,LOCATION,APPARTEMENT,togo,80000.0,Non spécifié,,CoinAfrique,coinafrique,zone_invalide
COIN D'AFRIQUE,Location appartement a sagboville,LOCATION,APPARTEMENT,sagboville,80000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement au wuiti au bord des pavés non loin de la caisse,LOCATION,APPARTEMENT,caisse,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement scindé en cour unique chambre salon à Agbalepedo groupe C,LOCATION,APPARTEMENT,agbalepedo,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Hedranawoé aéroport,LOCATION,APPARTEMENT,hedzranawoe aeroport,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement chambres salon wc à Tokoin Soted,LOCATION,APPARTEMENT,tokoin,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Cacaveli,LOCATION,APPARTEMENT,cacaveli,75000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Djidjolé,LOCATION,APPARTEMENT,djidjole,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Adidogomè Amadahomè,LOCATION,APPARTEMENT,amadahome,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Kégué station d'essence cap,LOCATION,APPARTEMENT,kegue,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement chambres salon à Adidogomè Amadahomè Eli palace,LOCATION,APPARTEMENT,amadahome,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Tokoin soted,LOCATION,APPARTEMENT,tokoin,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Koffi panou,LOCATION,APPARTEMENT,koffi panou,75000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à kegué kokou tozoum,LOCATION,APPARTEMENT,kegue kokou tozoum,70000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Agbalepedo,LOCATION,APPARTEMENT,agbalepedo,70000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Amadahomé,LOCATION,APPARTEMENT,amadahome,70000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 2 pièces - Lomé,LOCATION,APPARTEMENT,lome,70000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Logbassito,LOCATION,APPARTEMENT,logbassito,70000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Kpota,LOCATION,APPARTEMENT,be kpota,70000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a togo 2000,LOCATION,APPARTEMENT,togo,70000.0,Non spécifié,,CoinAfrique,coinafrique,zone_invalide
COIN D'AFRIQUE,Location appartement nvel construction de chambre salon WC douche cuisine interne à Attiegou ceg,LOCATION,APPARTEMENT,attiegou,70000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement de 2 chambres salon wc douche interne à Avedji CEG,LOCATION,APPARTEMENT,avedji,70000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Adidogome Assiyeye,LOCATION,APPARTEMENT,adidogome assiyeye,70000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Carrefour Agbemado,LOCATION,APPARTEMENT,non precise,70000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Agoé,LOCATION,APPARTEMENT,agoe,65000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Kegué,LOCATION,APPARTEMENT,kegue,65000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Nanégbe carrefour bonheur,LOCATION,APPARTEMENT,nanegbe,65000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Attiégou Adoyi,LOCATION,APPARTEMENT,attiegou adoyi,65000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces à Hedranawoé,LOCATION,APPARTEMENT,hedzranawoe,65000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement scindé de chambre salon à Segbe,LOCATION,APPARTEMENT,segbe,65000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a avedji carrefour margo,LOCATION,APPARTEMENT,avedji,62000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Kégué Émaruto,LOCATION,APPARTEMENT,kegue,62000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces a Adidogomé akato,LOCATION,APPARTEMENT,adidogome,60000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement chambres salon à Plateau,LOCATION,APPARTEMENT,plateau,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Agoé plateau,LOCATION,APPARTEMENT,agoe plateau,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Agoè Léo 2000,LOCATION,APPARTEMENT,agoe,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement de chambre salon à Kegué emarito,LOCATION,APPARTEMENT,kegue emarito,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement de chambre salon à Kegué Emarito,LOCATION,APPARTEMENT,kegue emarito,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Léo 2000 église catholique,LOCATION,APPARTEMENT,leo,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Sagbado Logoté,LOCATION,APPARTEMENT,sagbado logote,60000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Avedji Assigomé,LOCATION,APPARTEMENT,avedji assigome,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Hedranawoé lycée awoudja,LOCATION,APPARTEMENT,hedzranawoe,60000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Attiegou marché,LOCATION,APPARTEMENT,attiegou marche,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Djagblé,LOCATION,APPARTEMENT,djagble,60000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Lomé,LOCATION,APPARTEMENT,lome,60000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Léo 2000,LOCATION,APPARTEMENT,leo,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Lomé,LOCATION,APPARTEMENT,lome,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement deux chambres salon - Tokoin Soted,LOCATION,APPARTEMENT,tokoin,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces a Léo 2000,LOCATION,APPARTEMENT,leo,60000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement chambre salon - Kégué émaruto,LOCATION,APPARTEMENT,kegue,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement pièces wc douche interne à Avedji Vessomé,LOCATION,APPARTEMENT,avedji vessome,60000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Lomé,LOCATION,APPARTEMENT,lome,55000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 2 pièces - Lomé,LOCATION,APPARTEMENT,lome,55000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces à Adidogomé akato,LOCATION,APPARTEMENT,adidogome,55000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Carrefour Kpogli,LOCATION,APPARTEMENT,non precise,55000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Agoè Demakpoèdans,LOCATION,APPARTEMENT,agoe,55000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement de 02 pièces à l'étage à zanguera maco,LOCATION,APPARTEMENT,l etage a zanguera maco,55000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Agoe anokoui,LOCATION,APPARTEMENT,agoe anokoui,52000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Attiegou ceg,LOCATION,APPARTEMENT,attiegou,50000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 1 pièces - lomé,LOCATION,APPARTEMENT,lome,50000.0,1,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 2 pièces - Lomé,LOCATION,APPARTEMENT,lome,50000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Lomé Avepozo,LOCATION,APPARTEMENT,avepozo,50000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Agoè,LOCATION,APPARTEMENT,agoe,50000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Agoé zongo,LOCATION,APPARTEMENT,agoe zongo,50000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement de chambres salon wc douche cuisine interne a l'étage à Adidogomé Sagbado,LOCATION,APPARTEMENT,adidogome,50000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Nanégbé,LOCATION,APPARTEMENT,nanegbe,50000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Agoè anokui,LOCATION,APPARTEMENT,agoe,50000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Cité Des Anges,LOCATION,APPARTEMENT,non precise,50000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Amadahome,LOCATION,APPARTEMENT,amadahome,50000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a hedranawoé,LOCATION,APPARTEMENT,hedzranawoe,50000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces a koffi panou,LOCATION,APPARTEMENT,koffi panou,50000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement de chambre salon - Togo,LOCATION,APPARTEMENT,togo,50000.0,Non spécifié,,CoinAfrique,coinafrique,zone_invalide
COIN D'AFRIQUE,Location appartement chambres salon - Nyekonakpoe lycée français,LOCATION,APPARTEMENT,nyekonakpoe,45000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Agoè athiémé,LOCATION,APPARTEMENT,agoe,45000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Legbassito derrière carrefour napoléon,LOCATION,APPARTEMENT,legbassito,45000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Legbassito Kové derrière carrefour Napoléon,LOCATION,APPARTEMENT,legbassito kove,45000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Ségbé,LOCATION,APPARTEMENT,segbe,45000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement chambre salon à Agoé camp de police,LOCATION,APPARTEMENT,agoe camp de police,45000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Agoe CCL,LOCATION,APPARTEMENT,agoe ccl,45000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Agoè Koffi,LOCATION,APPARTEMENT,agoe,43500.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Agbalepedo,LOCATION,APPARTEMENT,agbalepedo,43000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Tokoin sotede,LOCATION,APPARTEMENT,tokoin,40000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Agbaledo rond point oeuf,LOCATION,APPARTEMENT,agbaledo rond point oeuf,40000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Leo 2000,LOCATION,APPARTEMENT,leo,40000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - l'union station Zener,LOCATION,APPARTEMENT,l union station zener,40000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement cour unique - Agoè,LOCATION,APPARTEMENT,agoe,40000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Atilamonou,LOCATION,APPARTEMENT,atilamonou,40000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Agoe Camp de Police,LOCATION,APPARTEMENT,agoe camp de police,40000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Nanegbé,LOCATION,APPARTEMENT,nanegbe,40000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Amandahome,LOCATION,APPARTEMENT,amadahome,35000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Atakpamé,LOCATION,APPARTEMENT,atakpame,35000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Lomé,LOCATION,APPARTEMENT,lome,35000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Lomé,LOCATION,APPARTEMENT,lome,35000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 3pièces - Lomé,LOCATION,APPARTEMENT,lome,35000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 3 pièces - Lomé,LOCATION,APPARTEMENT,lome,35000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 2 pièces - Lomé Attiégou,LOCATION,APPARTEMENT,attiegou,35000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a kegué antigagomé,LOCATION,APPARTEMENT,kegue antigagome,35000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 4 pièces - Adidogome atilamonou,LOCATION,APPARTEMENT,adidogome atilamonou,30000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Agoè plateau,LOCATION,APPARTEMENT,agoe,30000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 1 pièces - Lomé,LOCATION,APPARTEMENT,lome,30000.0,1,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Legbassito,LOCATION,APPARTEMENT,legbassito,30000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Agoe Logopé,LOCATION,APPARTEMENT,agoe logope,30000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement a Sogbossito,LOCATION,APPARTEMENT,sogbossito,30000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Sagbado Agotimé,LOCATION,APPARTEMENT,sagbado agotime,30000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 4 pièces - Lomé,LOCATION,APPARTEMENT,lome,30000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Lomé,LOCATION,APPARTEMENT,lome,30000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements meublés 3 pièces - Lomé,LOCATION,APPARTEMENT,lome,30000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 3 pièces - Agoe Cacaveli,LOCATION,APPARTEMENT,agoe cacaveli,25000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublés 2 pièces cour unique à Lomé,LOCATION,APPARTEMENT,lome,25000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements meublés 2 pièces - Lomé Kégué,LOCATION,APPARTEMENT,kegue,20000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements meublés 2 pièces - Lomé Hédzranawoé Aéroport,LOCATION,APPARTEMENT,hedzranawoe,20000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Lomé Adeticope,LOCATION,APPARTEMENT,adetikope,20000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces - Zanguera Maco,LOCATION,APPARTEMENT,zanguera maco,20000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Baguida,LOCATION,APPARTEMENT,baguida,16900.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Lomé,LOCATION,APPARTEMENT,lome,15000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Avedji Rail,LOCATION,APPARTEMENT,avedji,15000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Baguida / Avepozo,LOCATION,APPARTEMENT,baguida avepozo,13900.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 1 pièces - Lomé Aéroport,LOCATION,APPARTEMENT,hedzranawoe aeroport,12500.0,1,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements meublés - Togo 2000,LOCATION,APPARTEMENT,togo 2000,12000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à agoè athiémé,LOCATION,APPARTEMENT,agoe,12000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique à Agoe 2 Lions,LOCATION,BOUTIQUE,agoe,650000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique - Baguida,LOCATION,BOUTIQUE,baguida,500000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique - centre ville Lomé boulevard circulaire,LOCATION,BOUTIQUE,centre ville lome boulevard circulaire,450000.0,Non spécifié,,CoinAfrique,coinafrique,zone_trop_longue
COIN D'AFRIQUE,Location boutique au bord du goudron à Ave - maria,LOCATION,BOUTIQUE,maria,450000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location 3 boutiques à Boulevard,LOCATION,BOUTIQUE,boulevard,400000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique - Adewui,LOCATION,BOUTIQUE,adewui,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutiques au bord des pavée de Adewui,LOCATION,BOUTIQUE,adewui,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique à Assigamé grand marché de lomé,LOCATION,BOUTIQUE,assigame grand marche de lome,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique à Assigamé grand marché de Lomé,LOCATION,BOUTIQUE,assigame grand marche de lome,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique à assigamé,LOCATION,BOUTIQUE,assigame,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location grande boutique à Adewui - Tokoin,LOCATION,BOUTIQUE,tokoin,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique à Assivito,LOCATION,BOUTIQUE,assivito,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique avec sanitaire au bord des pavés de Wuiti,LOCATION,BOUTIQUE,wuiti,300000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique face au goudron à Totsi,LOCATION,BOUTIQUE,totsi,250000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location Boutique - Sanguéra,LOCATION,BOUTIQUE,sanguera,250000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique au bord du goudron de Jean Paul 2 a 'Nukafu,LOCATION,BOUTIQUE,nukafu,250000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique à Nukafu,LOCATION,BOUTIQUE,nukafu,200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location restaurant de 300 m2 à Bé Yesuvito,LOCATION,BOUTIQUE,be yesuvito,200000.0,Non spécifié,300.0,CoinAfrique,coinafrique,prix_m2_trop_bas
COIN D'AFRIQUE,Location restaurant 300 m2 à Bé yesuvito,LOCATION,BOUTIQUE,be yesuvito,200000.0,Non spécifié,300.0,CoinAfrique,coinafrique,prix_m2_trop_bas
COIN D'AFRIQUE,Location boutique - Agbalepedo,LOCATION,BOUTIQUE,agbalepedo,200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutiques - Agbaledo groupe C,LOCATION,BOUTIQUE,agbaledo groupe c,150000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique - Tokoin,LOCATION,BOUTIQUE,tokoin,150000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
TOGO IMMOBILIER,Location grand local commercial en baie vitrée au bord du goudron à Agbalépedo - fan milk,LOCATION,BOUTIQUE,fan milk,120000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique WC douche - Hedranawoé,LOCATION,BOUTIQUE,hedzranawoe,100000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location boutique avec wc douche cuisine a Hedranawoé station total au bord du goudron,LOCATION,BOUTIQUE,hedzranawoe station total,100000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
